Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Payment Mode,Month-Year
CA-2019-108735,2019-04-17,2019-04-21,Standard Class,JM-15535,United States,California,West,FUR-BO-10003441,Furniture,Bookcases,257.499,3,24.2352,COD,2019-04
US-2019-159415,2019-04-17,2019-04-22,Standard Class,CS-12175,United States,Tennessee,South,FUR-FU-10003798,Furniture,Furnishings,79.12,5,13.846,COD,2019-04
CA-2019-155551,2019-04-18,2019-04-23,Standard Class,CR-12580,United States,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,-48.9549,Online,2019-04
CA-2019-155551,2019-04-18,2019-04-23,Standard Class,CR-12580,United States,Illinois,Central,OFF-PA-10001560,Office Supplies,Paper,9.664,2,3.2616,COD,2019-04
CA-2019-139381,2019-04-18,2019-04-22,Standard Class,RF-19840,United States,Virginia,South,OFF-AP-10001271,Office Supplies,Appliances,203.92,4,55.0584,Online,2019-04
CA-2019-139381,2019-04-18,2019-04-22,Standard Class,RF-19840,United States,Virginia,South,TEC-PH-10004924,Technology,Phones,29.56,4,7.9812,COD,2019-04
CA-2019-125087,2019-04-18,2019-04-23,Standard Class,TH-21115,United States,Texas,Central,FUR-CH-10002880,Furniture,Chairs,344.372,4,-93.4724,Online,2019-04
CA-2019-125087,2019-04-18,2019-04-23,Standard Class,TH-21115,United States,Texas,Central,OFF-ST-10001780,Office Supplies,Storage,1554.936,3,77.7468,COD,2019-04
CA-2019-125087,2019-04-18,2019-04-23,Standard Class,TH-21115,United States,Texas,Central,FUR-FU-10004748,Furniture,Furnishings,127.88,5,-67.137,COD,2019-04
CA-2019-144785,2019-04-18,2019-04-23,Standard Class,CS-12490,United States,New York,East,OFF-AR-10001573,Office Supplies,Art,6.99,3,2.0271,COD,2019-04
CA-2019-144785,2019-04-18,2019-04-23,Standard Class,CS-12490,United States,New York,East,OFF-SU-10004290,Office Supplies,Supplies,6.84,1,1.8468,Online,2019-04
US-2019-161396,2019-04-19,2019-04-25,Standard Class,GM-14455,United States,Ohio,East,FUR-TA-10002622,Furniture,Tables,205.176,2,-58.1332,COD,2019-04
US-2019-161396,2019-04-19,2019-04-25,Standard Class,GM-14455,United States,Ohio,East,OFF-PA-10000418,Office Supplies,Paper,419.4,5,146.79,COD,2019-04
US-2019-115819,2019-04-19,2019-04-24,Second Class,JO-15280,United States,California,West,TEC-PH-10004700,Technology,Phones,39.96,5,12.987,Cards,2019-04
US-2019-115819,2019-04-19,2019-04-24,Second Class,JO-15280,United States,California,West,OFF-AR-10000823,Office Supplies,Art,5.46,3,1.5288,Online,2019-04
US-2019-115819,2019-04-19,2019-04-24,Second Class,JO-15280,United States,California,West,OFF-AR-10004456,Office Supplies,Art,73.2,5,21.228,Online,2019-04
US-2019-115819,2019-04-19,2019-04-24,Second Class,JO-15280,United States,California,West,OFF-BI-10000050,Office Supplies,Binders,5.84,1,1.971,Online,2019-04
US-2019-115819,2019-04-19,2019-04-24,Second Class,JO-15280,United States,California,West,OFF-PA-10002377,Office Supplies,Paper,22.72,4,10.224,COD,2019-04
US-2019-115819,2019-04-19,2019-04-24,Second Class,JO-15280,United States,California,West,OFF-BI-10000591,Office Supplies,Binders,9.336,3,3.2676,COD,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,TEC-PH-10004774,Technology,Phones,25.98,2,0.7794,Online,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,OFF-AR-10004582,Office Supplies,Art,3.28,2,1.476,Online,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,OFF-ST-10000991,Office Supplies,Storage,459.88,4,13.7964,Online,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,OFF-SU-10002522,Office Supplies,Supplies,7.76,2,2.2504,Online,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,OFF-AR-10004022,Office Supplies,Art,71.96,2,17.99,COD,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,OFF-SU-10001218,Office Supplies,Supplies,54.9,5,15.372,COD,2019-04
CA-2019-109666,2019-04-19,2019-04-26,Standard Class,KM-16720,United States,New York,East,OFF-BI-10000174,Office Supplies,Binders,9.28,2,3.248,COD,2019-04
US-2019-103646,2019-04-21,2019-04-26,Standard Class,SP-20545,United States,Illinois,Central,OFF-ST-10000563,Office Supplies,Storage,102.336,4,-12.792,Cards,2019-04
US-2019-103646,2019-04-21,2019-04-26,Standard Class,SP-20545,United States,Illinois,Central,OFF-AP-10004487,Office Supplies,Appliances,48.792,3,-126.8592,Online,2019-04
US-2019-103646,2019-04-21,2019-04-26,Standard Class,SP-20545,United States,Illinois,Central,OFF-BI-10002854,Office Supplies,Binders,44.848,8,-67.272,Cards,2019-04
CA-2019-151498,2019-04-21,2019-04-24,First Class,DN-13690,United States,Washington,West,OFF-BI-10004967,Office Supplies,Binders,8.32,5,2.808,COD,2019-04
CA-2019-146423,2019-04-21,2019-04-21,Same Day,BT-11680,United States,Connecticut,East,OFF-AR-10004817,Office Supplies,Art,15.48,3,4.4892,Online,2019-04
CA-2019-146423,2019-04-21,2019-04-21,Same Day,BT-11680,United States,Connecticut,East,OFF-PA-10003797,Office Supplies,Paper,51.84,8,24.8832,Cards,2019-04
CA-2019-109869,2019-04-22,2019-04-29,Standard Class,TN-21040,United States,Arizona,West,FUR-FU-10000023,Furniture,Furnishings,23.56,5,7.068,Cards,2019-04
CA-2019-109869,2019-04-22,2019-04-29,Standard Class,TN-21040,United States,Arizona,West,FUR-TA-10001889,Furniture,Tables,1272.63,6,-814.4832,Online,2019-04
CA-2019-109869,2019-04-22,2019-04-29,Standard Class,TN-21040,United States,Arizona,West,OFF-BI-10000315,Office Supplies,Binders,28.485,5,-20.889,Online,2019-04
CA-2019-109869,2019-04-22,2019-04-29,Standard Class,TN-21040,United States,Arizona,West,OFF-SU-10003505,Office Supplies,Supplies,185.376,2,-34.758,COD,2019-04
CA-2019-109869,2019-04-22,2019-04-29,Standard Class,TN-21040,United States,Arizona,West,OFF-AP-10002578,Office Supplies,Appliances,78.272,2,5.8704,COD,2019-04
CA-2019-113061,2019-04-22,2019-04-26,Standard Class,EL-13735,United States,Missouri,Central,FUR-FU-10003975,Furniture,Furnishings,86.62,2,8.662,COD,2019-04
CA-2019-109057,2019-04-22,2019-04-27,Standard Class,TT-21460,United States,Illinois,Central,OFF-ST-10002406,Office Supplies,Storage,23.952,2,2.3952,Online,2019-04
CA-2019-147578,2019-04-22,2019-04-26,Second Class,PG-18895,United States,California,West,FUR-FU-10001889,Furniture,Furnishings,31.56,3,10.4148,Online,2019-04
CA-2019-101329,2019-04-22,2019-04-29,Standard Class,MM-17920,United States,New York,East,OFF-AR-10000614,Office Supplies,Art,32.13,9,8.3538,COD,2019-04
CA-2019-101329,2019-04-22,2019-04-29,Standard Class,MM-17920,United States,New York,East,OFF-AR-10003190,Office Supplies,Art,2.88,1,0.8064,Online,2019-04
CA-2019-162138,2019-04-23,2019-04-27,Standard Class,GK-14620,United States,California,West,OFF-BI-10004593,Office Supplies,Binders,251.52,6,81.744,Online,2019-04
CA-2019-162138,2019-04-23,2019-04-27,Standard Class,GK-14620,United States,California,West,TEC-AC-10001908,Technology,Accessories,99.99,1,34.9965,Cards,2019-04
CA-2019-130001,2019-04-23,2019-04-28,Standard Class,HK-14890,United States,North Carolina,South,OFF-PA-10002666,Office Supplies,Paper,36.24,5,11.325,COD,2019-04
CA-2019-124149,2019-04-23,2019-04-26,First Class,MJ-17740,United States,Ohio,East,OFF-PA-10002421,Office Supplies,Paper,108.336,6,37.9176,Online,2019-04
CA-2019-124149,2019-04-23,2019-04-26,First Class,MJ-17740,United States,Ohio,East,OFF-ST-10000760,Office Supplies,Storage,55.92,5,6.291,Cards,2019-04
CA-2019-124149,2019-04-23,2019-04-26,First Class,MJ-17740,United States,Ohio,East,OFF-PA-10002923,Office Supplies,Paper,78.304,2,29.364,Cards,2019-04
CA-2019-126270,2019-04-23,2019-04-27,Standard Class,AF-10870,United States,California,West,OFF-BI-10002764,Office Supplies,Binders,18.088,7,6.5569,Cards,2019-04
CA-2019-126270,2019-04-23,2019-04-27,Standard Class,AF-10870,United States,California,West,OFF-EN-10004386,Office Supplies,Envelopes,71.97,3,35.985,COD,2019-04
CA-2019-168081,2019-04-24,2019-04-27,Second Class,CA-12055,United States,Texas,Central,TEC-AC-10003174,Technology,Accessories,258.696,3,64.674,Cards,2019-04
CA-2019-138933,2019-04-24,2019-04-27,First Class,JL-15130,United States,California,West,OFF-BI-10003355,Office Supplies,Binders,3.984,1,1.3944,Online,2019-04
CA-2019-149279,2019-04-24,2019-04-28,Standard Class,CL-12700,United States,Colorado,West,OFF-PA-10003441,Office Supplies,Paper,15.552,3,5.4432,Cards,2019-04
CA-2019-149279,2019-04-24,2019-04-28,Standard Class,CL-12700,United States,Colorado,West,FUR-CH-10004287,Furniture,Chairs,1325.76,6,149.148,Cards,2019-04
CA-2019-149279,2019-04-24,2019-04-28,Standard Class,CL-12700,United States,Colorado,West,OFF-BI-10004040,Office Supplies,Binders,3.108,2,-2.1756,COD,2019-04
US-2019-150147,2019-04-25,2019-04-29,Second Class,JL-15850,United States,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,82.8,2,-20.7,COD,2019-04
US-2019-150147,2019-04-25,2019-04-29,Second Class,JL-15850,United States,Pennsylvania,East,OFF-BI-10001153,Office Supplies,Binders,20.724,2,-13.816,COD,2019-04
US-2019-150147,2019-04-25,2019-04-29,Second Class,JL-15850,United States,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,4.896,3,-3.4272,Online,2019-04
CA-2019-139556,2019-04-26,2019-01-05,Standard Class,DB-13360,United States,New York,East,FUR-CH-10004983,Furniture,Chairs,434.646,3,62.7822,Online,2019-04
CA-2019-161816,2019-04-28,2019-01-05,First Class,NB-18655,United States,Texas,Central,TEC-PH-10003012,Technology,Phones,369.576,3,41.5773,Online,2019-04
CA-2019-161816,2019-04-28,2019-01-05,First Class,NB-18655,United States,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,15.712,4,5.6956,Cards,2019-04
CA-2019-152814,2019-04-28,2019-02-05,Standard Class,EH-14005,United States,Colorado,West,OFF-PA-10001970,Office Supplies,Paper,29.472,3,9.9468,COD,2019-04
CA-2019-137204,2019-04-28,2019-05-05,Standard Class,BO-11350,United States,California,West,FUR-CH-10002304,Furniture,Chairs,41.568,2,2.598,Cards,2019-04
CA-2019-167605,2019-04-28,2019-04-30,Second Class,RB-19570,United States,Illinois,Central,FUR-FU-10001602,Furniture,Furnishings,30.344,2,-31.8612,COD,2019-04
CA-2019-154788,2019-04-30,2019-04-05,Standard Class,JL-15835,United States,New York,East,OFF-BI-10003314,Office Supplies,Binders,7.712,2,2.7956,Online,2019-04
US-2019-120460,2019-04-30,2019-05-05,Standard Class,BF-11170,United States,Texas,Central,FUR-FU-10004973,Furniture,Furnishings,22.608,3,-10.1736,Online,2019-04
CA-2019-144792,2019-04-30,2019-04-05,Standard Class,KD-16615,United States,Arizona,West,FUR-FU-10002759,Furniture,Furnishings,111.888,7,22.3776,Online,2019-04
CA-2019-164784,2019-01-05,2019-04-05,First Class,HF-14995,United States,Tennessee,South,OFF-LA-10001569,Office Supplies,Labels,3.984,1,1.2948,Cards,2019-01
CA-2019-164784,2019-01-05,2019-04-05,First Class,HF-14995,United States,Tennessee,South,FUR-TA-10004534,Furniture,Tables,370.62,3,-142.071,Cards,2019-01
CA-2019-164784,2019-01-05,2019-04-05,First Class,HF-14995,United States,Tennessee,South,OFF-BI-10002954,Office Supplies,Binders,2.742,2,-2.0108,Online,2019-01
CA-2019-101525,2019-01-05,2019-04-05,Second Class,CM-12235,United States,Arkansas,South,OFF-PA-10001497,Office Supplies,Paper,109.92,2,53.8608,COD,2019-01
CA-2019-101525,2019-01-05,2019-04-05,Second Class,CM-12235,United States,Arkansas,South,OFF-PA-10003936,Office Supplies,Paper,19.44,3,9.3312,Online,2019-01
CA-2019-101525,2019-01-05,2019-04-05,Second Class,CM-12235,United States,Arkansas,South,OFF-AR-10000716,Office Supplies,Art,11.16,2,4.3524,COD,2019-01
CA-2019-148698,2019-02-05,2019-07-05,Standard Class,BD-11770,United States,Texas,Central,OFF-AR-10004022,Office Supplies,Art,86.352,3,5.397,Cards,2019-02
CA-2019-146836,2019-02-05,2019-02-05,Same Day,CC-12475,United States,New York,East,OFF-ST-10001580,Office Supplies,Storage,44.94,3,12.5832,Cards,2019-02
CA-2019-146836,2019-02-05,2019-02-05,Same Day,CC-12475,United States,New York,East,OFF-BI-10000315,Office Supplies,Binders,45.576,3,15.9516,Online,2019-02
CA-2019-154060,2019-02-05,2019-08-05,Standard Class,DL-12865,United States,North Carolina,South,FUR-CH-10002304,Furniture,Chairs,187.056,9,11.691,COD,2019-02
CA-2019-104311,2019-02-05,2019-06-05,Standard Class,AS-10090,United States,Texas,Central,OFF-ST-10000321,Office Supplies,Storage,18.936,3,-3.7872,Cards,2019-02
CA-2019-104311,2019-02-05,2019-06-05,Standard Class,AS-10090,United States,Texas,Central,OFF-ST-10002957,Office Supplies,Storage,12.672,3,-3.168,COD,2019-02
CA-2019-104311,2019-02-05,2019-06-05,Standard Class,AS-10090,United States,Texas,Central,OFF-LA-10000973,Office Supplies,Labels,5.04,2,1.764,Online,2019-02
CA-2019-109400,2019-02-05,2019-06-05,Standard Class,NR-18550,United States,Texas,Central,FUR-CH-10003298,Furniture,Chairs,366.744,4,-110.0232,COD,2019-02
CA-2019-158155,2019-02-05,2019-06-05,Standard Class,EH-13765,United States,New York,East,FUR-FU-10000732,Furniture,Furnishings,12.56,2,4.0192,Online,2019-02
CA-2019-158155,2019-02-05,2019-06-05,Standard Class,EH-13765,United States,New York,East,OFF-BI-10001670,Office Supplies,Binders,90.48,3,33.93,Cards,2019-02
CA-2019-158155,2019-02-05,2019-06-05,Standard Class,EH-13765,United States,New York,East,OFF-PA-10000533,Office Supplies,Paper,13.08,2,6.0168,Online,2019-02
CA-2019-158155,2019-02-05,2019-06-05,Standard Class,EH-13765,United States,New York,East,FUR-FU-10002253,Furniture,Furnishings,214.7,5,83.733,Cards,2019-02
CA-2019-163398,2019-03-05,2019-08-05,Standard Class,CB-12415,United States,Illinois,Central,OFF-BI-10000014,Office Supplies,Binders,2.182,1,-3.6003,Cards,2019-03
CA-2019-163398,2019-03-05,2019-08-05,Standard Class,CB-12415,United States,Illinois,Central,OFF-AR-10003217,Office Supplies,Art,27.384,7,2.7384,Cards,2019-03
CA-2019-163398,2019-03-05,2019-08-05,Standard Class,CB-12415,United States,Illinois,Central,OFF-AP-10002403,Office Supplies,Appliances,26.406,3,-71.2962,COD,2019-03
CA-2019-129280,2019-03-05,2019-05-05,First Class,SM-20905,United States,Ohio,East,TEC-AC-10003832,Technology,Accessories,132.52,5,34.7865,Cards,2019-03
CA-2019-129280,2019-03-05,2019-05-05,First Class,SM-20905,United States,Ohio,East,OFF-ST-10002554,Office Supplies,Storage,195.64,5,-44.019,Cards,2019-03
CA-2019-129280,2019-03-05,2019-05-05,First Class,SM-20905,United States,Ohio,East,FUR-FU-10001876,Furniture,Furnishings,51.968,2,10.3936,COD,2019-03
CA-2019-129280,2019-03-05,2019-05-05,First Class,SM-20905,United States,Ohio,East,TEC-AC-10002637,Technology,Accessories,431.976,3,-75.5958,Online,2019-03
CA-2019-129280,2019-03-05,2019-05-05,First Class,SM-20905,United States,Ohio,East,TEC-MA-10003589,Technology,Machines,224.937,3,-164.9538,Cards,2019-03
CA-2019-129280,2019-03-05,2019-05-05,First Class,SM-20905,United States,Ohio,East,OFF-LA-10000081,Office Supplies,Labels,6.0,2,2.1,Cards,2019-03
CA-2019-145247,2019-05-05,2019-07-05,First Class,ND-18370,United States,Kentucky,South,OFF-PA-10003641,Office Supplies,Paper,79.14,3,36.4044,Cards,2019-05
CA-2019-112676,2019-05-05,2019-08-05,First Class,PJ-18835,United States,Tennessee,South,OFF-PA-10003971,Office Supplies,Paper,14.352,3,5.2026,COD,2019-05
CA-2019-137729,2019-05-05,2019-09-05,Standard Class,BF-11005,United States,California,West,OFF-ST-10001505,Office Supplies,Storage,5.98,1,1.0166,COD,2019-05
CA-2019-137729,2019-05-05,2019-09-05,Standard Class,BF-11005,United States,California,West,TEC-PH-10001433,Technology,Phones,246.168,3,21.5397,Cards,2019-05
CA-2019-160500,2019-05-05,2019-08-05,First Class,DM-13015,United States,California,West,OFF-BI-10003784,Office Supplies,Binders,6.72,5,2.352,Cards,2019-05
CA-2019-160500,2019-05-05,2019-08-05,First Class,DM-13015,United States,California,West,FUR-TA-10003748,Furniture,Tables,298.776,3,7.4694,Cards,2019-05
US-2019-147991,2019-05-05,2019-09-05,Standard Class,ZD-21925,United States,Tennessee,South,FUR-FU-10004270,Furniture,Furnishings,16.72,5,3.344,COD,2019-05
CA-2019-126165,2019-05-05,2019-07-05,Second Class,AH-10465,United States,California,West,FUR-TA-10001676,Furniture,Tables,71.088,2,-1.7772,Cards,2019-05
US-2019-102239,2019-05-05,2019-06-05,First Class,LW-16990,United States,Nevada,West,FUR-TA-10003392,Furniture,Tables,1685.88,6,320.3172,Cards,2019-05
US-2019-102239,2019-05-05,2019-06-05,First Class,LW-16990,United States,Nevada,West,OFF-BI-10001890,Office Supplies,Binders,5.728,2,2.0048,Online,2019-05
CA-2019-105662,2019-05-05,2019-09-05,Standard Class,RB-19465,United States,Florida,South,OFF-PA-10001001,Office Supplies,Paper,93.248,4,31.4712,COD,2019-05
CA-2019-105662,2019-05-05,2019-09-05,Standard Class,RB-19465,United States,Florida,South,TEC-PH-10001198,Technology,Phones,177.48,3,19.9665,Cards,2019-05
CA-2019-118052,2019-06-05,2019-10-05,Standard Class,BE-11455,United States,Ohio,East,OFF-FA-10004248,Office Supplies,Fasteners,7.216,2,1.7138,COD,2019-06
CA-2019-118052,2019-06-05,2019-10-05,Standard Class,BE-11455,United States,Ohio,East,OFF-PA-10002581,Office Supplies,Paper,49.568,2,15.49,Cards,2019-06
CA-2019-118052,2019-06-05,2019-10-05,Standard Class,BE-11455,United States,Ohio,East,FUR-FU-10004848,Furniture,Furnishings,54.712,7,11.6263,Cards,2019-06
CA-2019-139234,2019-06-05,2019-10-05,Standard Class,AF-10870,United States,Illinois,Central,OFF-BI-10000773,Office Supplies,Binders,3.208,2,-5.2932,Online,2019-06
CA-2019-139234,2019-06-05,2019-10-05,Standard Class,AF-10870,United States,Illinois,Central,TEC-AC-10004510,Technology,Accessories,26.176,2,-3.272,Cards,2019-06
US-2019-146857,2019-06-05,2019-08-05,Second Class,BE-11455,United States,Missouri,Central,OFF-AP-10001205,Office Supplies,Appliances,54.48,1,15.2544,COD,2019-06
CA-2019-137393,2019-06-05,2019-10-05,Standard Class,GM-14500,United States,California,West,FUR-FU-10001617,Furniture,Furnishings,41.6,4,14.144,COD,2019-06
CA-2019-128818,2019-07-05,2019-11-05,Standard Class,CJ-12010,United States,New York,East,OFF-BI-10000309,Office Supplies,Binders,85.232,7,30.8966,Cards,2019-07
CA-2019-128818,2019-07-05,2019-11-05,Standard Class,CJ-12010,United States,New York,East,OFF-LA-10003923,Office Supplies,Labels,44.4,3,22.2,Cards,2019-07
CA-2019-128818,2019-07-05,2019-11-05,Standard Class,CJ-12010,United States,New York,East,FUR-CH-10002084,Furniture,Chairs,442.764,4,59.0352,COD,2019-07
CA-2019-128818,2019-07-05,2019-11-05,Standard Class,CJ-12010,United States,New York,East,TEC-MA-10000488,Technology,Machines,3999.95,5,1159.9855,Online,2019-07
CA-2019-128818,2019-07-05,2019-11-05,Standard Class,CJ-12010,United States,New York,East,TEC-AC-10001767,Technology,Accessories,199.95,5,21.9945,Online,2019-07
CA-2019-128818,2019-07-05,2019-11-05,Standard Class,CJ-12010,United States,New York,East,FUR-FU-10001940,Furniture,Furnishings,63.68,8,28.0192,COD,2019-07
CA-2019-164672,2019-08-05,2019-05-13,Second Class,GB-14530,United States,Delaware,East,FUR-FU-10001488,Furniture,Furnishings,211.96,2,42.392,Online,2019-08
CA-2019-106530,2019-08-05,2019-08-05,Same Day,CL-12565,United States,Ohio,East,OFF-ST-10002011,Office Supplies,Storage,1006.056,3,88.0299,COD,2019-08
CA-2019-106530,2019-08-05,2019-08-05,Same Day,CL-12565,United States,Ohio,East,OFF-PA-10002986,Office Supplies,Paper,10.688,2,3.7408,COD,2019-08
CA-2019-106530,2019-08-05,2019-08-05,Same Day,CL-12565,United States,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,10.368,2,3.6288,COD,2019-08
CA-2019-106530,2019-08-05,2019-08-05,Same Day,CL-12565,United States,Ohio,East,OFF-ST-10000649,Office Supplies,Storage,25.12,2,1.57,Cards,2019-08
CA-2019-106530,2019-08-05,2019-08-05,Same Day,CL-12565,United States,Ohio,East,TEC-AC-10001465,Technology,Accessories,58.112,2,7.264,Online,2019-08
CA-2019-111696,2019-08-05,2019-10-05,First Class,TB-21625,United States,California,West,OFF-PA-10002751,Office Supplies,Paper,17.94,3,8.073,COD,2019-08
CA-2019-169166,2019-09-05,2019-05-14,Standard Class,SS-20590,United States,Washington,West,TEC-AC-10000991,Technology,Accessories,93.98,2,13.1572,Cards,2019-09
CA-2019-109176,2019-09-05,2019-05-15,Standard Class,JW-16075,United States,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,9.344,1,3.504,Cards,2019-09
CA-2019-109176,2019-09-05,2019-05-15,Standard Class,JW-16075,United States,Pennsylvania,East,OFF-AR-10001955,Office Supplies,Art,79.36,5,9.92,COD,2019-09
CA-2019-161158,2019-09-05,2019-05-13,Standard Class,PS-18970,United States,New York,East,OFF-AR-10000462,Office Supplies,Art,8.0,5,3.44,COD,2019-09
US-2019-159093,2019-09-05,2019-05-14,Standard Class,RS-19420,United States,California,West,OFF-PA-10001260,Office Supplies,Paper,32.04,4,14.418,Online,2019-09
CA-2019-112382,2019-09-05,2019-05-13,Standard Class,MB-18085,United States,Texas,Central,TEC-PH-10001552,Technology,Phones,19.136,2,1.9136,COD,2019-09
CA-2019-159765,2019-09-05,2019-12-05,Second Class,TH-21100,United States,Virginia,South,OFF-AR-10003514,Office Supplies,Art,27.86,7,9.1938,Online,2019-09
US-2019-144057,2019-09-05,2019-05-13,Standard Class,CV-12805,United States,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,856.656,6,107.082,Online,2019-09
US-2019-144057,2019-09-05,2019-05-13,Standard Class,CV-12805,United States,Texas,Central,OFF-BI-10002852,Office Supplies,Binders,13.184,4,-20.4352,Cards,2019-09
US-2019-144057,2019-09-05,2019-05-13,Standard Class,CV-12805,United States,Texas,Central,OFF-AP-10000390,Office Supplies,Appliances,48.784,4,-131.7168,Online,2019-09
US-2019-144057,2019-09-05,2019-05-13,Standard Class,CV-12805,United States,Texas,Central,OFF-PA-10004327,Office Supplies,Paper,76.64,2,26.824,Cards,2019-09
US-2019-144057,2019-09-05,2019-05-13,Standard Class,CV-12805,United States,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,18.528,6,-27.792,COD,2019-09
CA-2019-161543,2019-10-05,2019-05-16,Standard Class,RD-19720,United States,Washington,West,OFF-PA-10003971,Office Supplies,Paper,11.96,2,5.8604,Cards,2019-10
CA-2019-133816,2019-10-05,2019-05-13,Second Class,CS-12400,United States,Pennsylvania,East,TEC-PH-10001795,Technology,Phones,743.988,2,-123.998,Cards,2019-10
CA-2019-117625,2019-10-05,2019-05-15,Standard Class,GM-14500,United States,Illinois,Central,OFF-EN-10001535,Office Supplies,Envelopes,7.072,2,2.3868,COD,2019-10
CA-2019-162733,2019-11-05,2019-12-05,First Class,TT-21070,United States,California,West,OFF-PA-10002751,Office Supplies,Paper,5.98,1,2.691,Online,2019-11
CA-2019-109911,2019-12-05,2019-05-16,Standard Class,VG-21805,United States,Virginia,South,OFF-AR-10001662,Office Supplies,Art,10.96,4,2.9592,Online,2019-12
US-2019-101196,2019-12-05,2019-05-17,Standard Class,FM-14215,United States,Pennsylvania,East,OFF-ST-10004804,Office Supplies,Storage,82.368,2,-19.5624,COD,2019-12
CA-2019-167416,2019-12-05,2019-05-17,Standard Class,JM-15580,United States,Washington,West,OFF-EN-10001141,Office Supplies,Envelopes,54.9,5,26.901,COD,2019-12
CA-2019-100510,2019-12-05,2019-05-17,Standard Class,HM-14860,United States,New York,East,FUR-FU-10000320,Furniture,Furnishings,10.02,3,4.4088,Cards,2019-12
CA-2019-100510,2019-12-05,2019-05-17,Standard Class,HM-14860,United States,New York,East,TEC-PH-10001835,Technology,Phones,631.96,4,303.3408,COD,2019-12
US-2019-123610,2019-12-05,2019-05-16,Standard Class,VM-21835,United States,California,West,TEC-AC-10004518,Technology,Accessories,120.0,6,46.8,Cards,2019-12
US-2019-123610,2019-12-05,2019-05-16,Standard Class,VM-21835,United States,California,West,OFF-AP-10002222,Office Supplies,Appliances,8.67,1,2.3409,COD,2019-12
CA-2019-141019,2019-05-14,2019-05-14,Same Day,LH-17155,United States,Ohio,East,FUR-FU-10002937,Furniture,Furnishings,79.384,1,29.769,Online,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,OFF-BI-10001718,Office Supplies,Binders,57.582,3,-44.1462,Online,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,OFF-PA-10004983,Office Supplies,Paper,31.104,6,10.8864,COD,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,FUR-FU-10002396,Furniture,Furnishings,30.192,3,8.3028,Online,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,TEC-PH-10003988,Technology,Phones,43.6,5,4.36,Cards,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,OFF-AR-10002467,Office Supplies,Art,4.768,2,0.4172,COD,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,OFF-BI-10004002,Office Supplies,Binders,10.38,2,-7.612,Cards,2019-05
US-2019-148901,2019-05-14,2019-05-19,Standard Class,MK-17905,United States,Florida,South,OFF-BI-10002309,Office Supplies,Binders,13.392,8,-9.8208,COD,2019-05
CA-2019-108224,2019-05-14,2019-05-14,Same Day,TH-21235,United States,Arizona,West,TEC-AC-10003832,Technology,Accessories,185.528,7,48.7011,Online,2019-05
US-2019-146570,2019-05-15,2019-05-20,Standard Class,SN-20710,United States,Mississippi,South,OFF-BI-10001718,Office Supplies,Binders,511.84,8,240.5648,Cards,2019-05
US-2019-146570,2019-05-15,2019-05-20,Standard Class,SN-20710,United States,Mississippi,South,OFF-AR-10004602,Office Supplies,Art,91.96,4,25.7488,Online,2019-05
US-2019-146570,2019-05-15,2019-05-20,Standard Class,SN-20710,United States,Mississippi,South,OFF-AR-10003856,Office Supplies,Art,8.34,3,2.1684,Online,2019-05
CA-2019-152408,2019-05-15,2019-05-21,Standard Class,TT-21220,United States,New York,East,OFF-BI-10002393,Office Supplies,Binders,13.776,3,4.4772,Cards,2019-05
CA-2019-141180,2019-05-15,2019-05-19,Second Class,DP-13000,United States,Florida,South,OFF-BI-10000301,Office Supplies,Binders,7.764,4,-5.176,Online,2019-05
CA-2019-165673,2019-05-15,2019-05-19,Second Class,MN-17935,United States,Ohio,East,OFF-PA-10000697,Office Supplies,Paper,15.232,4,5.5216,Online,2019-05
